"uid","domainID","siteID","plotID","trapCoordinate","date","eventID","trapStatus","duplicateTrapCoordinateQF"
"16AB5257D5874339AE99CCA8211DF02F","D01","HARV","HARV_006","D5","2014-04-28","MAM.HARV.2014.05",6,0
"0C37A74791EE4CDD8784F84DF6417A94","D01","HARV","HARV_006","D9","2014-04-28","MAM.HARV.2014.05",6,0
"C092A0EBCFFC48088BF623BAE01D1749","D01","HARV","HARV_006","D6","2014-04-28","MAM.HARV.2014.05",6,0
"9C83BE1B6E3B41248007BAA2B1230FBD","D01","HARV","HARV_006","I7","2014-04-29","MAM.HARV.2014.05",6,0
"0F181C0F7092493C836FFD603A7793D5","D01","HARV","HARV_006","I9","2014-04-29","MAM.HARV.2014.05",6,0
"0C8257C9E04F40DCBD91C729F904B910","D01","HARV","HARV_006","I8","2014-04-29","MAM.HARV.2014.05",6,0
"68EFC7FDB95B4DB3BB359F5D55AA411A","D01","HARV","HARV_006","D10","2014-04-29","MAM.HARV.2014.05",6,0
"EE792E5F717842B39F2726D37E8E726E","D01","HARV","HARV_006","G9","2014-04-29","MAM.HARV.2014.05",6,0
"F257A9CF953C41299D97C9A1206B910F","D01","HARV","HARV_006","G6","2014-04-29","MAM.HARV.2014.05",6,0
"6C5049BB21204C1384EC154E8FE7D4C2","D01","HARV","HARV_006","H5","2014-04-29","MAM.HARV.2014.05",6,0
"1083FC05A08A4DAF96D6B028B07E7B22","D01","HARV","HARV_006","G7","2014-04-29","MAM.HARV.2014.05",6,0
"C1A40671E0C14140B49E2F6A474BFA03","D01","HARV","HARV_006","H6","2014-04-29","MAM.HARV.2014.05",6,0
"6CA4F56C215B4A0981338E7357B1B1BB","D01","HARV","HARV_006","F10","2014-04-29","MAM.HARV.2014.05",6,0
"16AF3D591B2F45F788DD01886DDF40CB","D01","HARV","HARV_006","I3","2014-04-29","MAM.HARV.2014.05",6,0
"FBB32B18649746EF8279BF4478D61E45","D01","HARV","HARV_006","I5","2014-04-29","MAM.HARV.2014.05",6,0
"BFF24375CCEE493085F161806F2B925D","D01","HARV","HARV_006","I2","2014-04-29","MAM.HARV.2014.05",6,0
"9E491307A6D94E2EAEFB6847944A758E","D01","HARV","HARV_006","I6","2014-04-29","MAM.HARV.2014.05",6,0
